Bat ID,Bat Species,Alpha Code,Date Captured,Season,Site ID,Site Name,Sex,Age,Reproductive Condition,Wing Score,Forearm Length,Mass (prior resp),Fat,Lean,FreeWater,TotalWater,Before/After Respirometry,Suspect,Comments
COTO10,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Female,Adult,Non-reproducing,1,43.4,9.5,1.08,3.79,0.13,3.76,Before,0,
COTO125,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,46.5,12.2,2.45,3.84,0.09,3.48,Before,0,mean = 14.66; stdev = 0.0826
COTO125,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,46.5,12.2,2.53,4.07,0.03,3.98,Before,0,mean = 14.66; stdev = 0.0826
COTO125,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,46.5,12.2,2.66,4.3,0,3.73,Before,0,mean = 14.66; stdev = 0.0826
COTO126,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,43.9,11,2.4,7.17,0,5.69,Before,0,mean = 14.66; stdev = 0.0826
COTO126,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,43.9,11,2.37,7.11,0,6.22,Before,0,mean = 14.66; stdev = 0.0826
COTO126,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,43.9,11,2.42,7.07,0,6.22,Before,0,mean = 14.66; stdev = 0.0826
COTO127,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,44.6,10.2,0.92,7.78,0,6.66,Before,0,mean = 14.66; stdev = 0.0826
COTO127,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,44.6,10.2,0.92,7.76,0.03,7.12,Before,0,mean = 14.66; stdev = 0.0826
COTO128,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,43.3,9.5,1.12,5.93,0.04,4.96,Before,0,mean = 14.66; stdev = 0.0826
COTO129,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,1,46.1,11.9,2.77,7.76,0.02,6.66,Before,0,mean = 14.66; stdev = 0.0826
COTO130,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,42.7,8.4,0.89,4.3,0,3.77,Before,0,mean = 14.66; stdev = 0.0826
COTO131,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,43.4,9.2,0.44,5.47,0.21,4.6,Before,0,mean = 14.66; stdev = 0.0826
COTO131,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,43.4,9.2,0.65,5.31,0.04,4.52,Before,0,mean = 14.66; stdev = 0.0826
COTO132,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,46.6,11.3,2.84,7.45,0,6.36,Before,0,mean = 14.66; stdev = 0.0826
COTO133,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,45,9.1,0.67,4.71,0,3.99,Before,0,mean = 14.66; stdev = 0.0826
COTO134,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,45.4,11.8,3.15,7.21,0,6.32,Before,0,mean = 14.66; stdev = 0.0826
COTO135,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,42.5,8.9,0.98,4.62,0,5.04,Before,0,mean = 14.66; stdev = 0.0826
COTO136,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,44.3,8.4,0.54,4.53,0.13,4.27,Before,0,mean = 14.66; stdev = 0.0826
COTO137,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,,45.2,10.2,1.27,6.04,0,4.8,Before,0,mean = 14.66; stdev = 0.0826
COTO138,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,43.3,9.3,1.54,6.81,0,6.18,Before,0,mean = 14.66; stdev = 0.0826
COTO139,Corynorhinus townsendii,COTO,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,44.6,10.4,1.26,5.26,0,4.9,Before,0,mean = 14.66; stdev = 0.0826
COTO14,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Female,Adult,Non-reproducing,2,45.9,10,1.22,3.55,0.01,3.54,Before,0,
COTO153,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,43.1,8.6,0.63,6.76,0.33,10.16,Before,0,mean = 14.75; stdev = 0.124
COTO154,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Young of the Year,Non-reproducing,1,42.9,8.8,1.4,6.09,0.29,9.39,Before,0,mean = 14.75; stdev = 0.124
COTO155,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.2,10.8,0.97,3.48,0.01,7.83,Before,0,mean = 14.75; stdev = 0.124
COTO155,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.2,10.8,1.3,4.69,0.27,7.06,Before,0,mean = 14.75; stdev = 0.124
COTO156,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Non-reproducing,1,43.7,9.5,1.5,6.56,0,9.67,Before,0,mean = 14.75; stdev = 0.124
COTO157,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,43.1,8.5,0.7,4.87,0,7.97,Before,0,mean = 14.75; stdev = 0.124
COTO158,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44,9.5,0.92,3.34,0.25,5.34,Before,0,mean = 14.75; stdev = 0.124
COTO159,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.4,10.5,1.06,7.76,0,11.4,Before,0,mean = 14.75; stdev = 0.124
COTO160,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Young of the Year,Non-reproducing,0,43.1,7.7,0.39,2.76,0,4.04,Before,0,mean = 14.75; stdev = 0.124
COTO161,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.4,9.9,1.06,2.15,0.69,4.05,Before,0,mean = 14.75; stdev = 0.124
COTO162,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,2,45.1,12.3,2.09,3.53,0,6.11,Before,0,mean = 14.75; stdev = 0.124
COTO163,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.3,9.4,0.41,7.53,0,12.11,Before,0,mean = 14.75; stdev = 0.124
COTO165,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.1,9.8,0.6,4.01,0,5.2,Before,0,mean = 14.75; stdev = 0.124
COTO166,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,45.1,8.9,0.91,6.66,0.19,10.27,Before,0,mean = 14.75; stdev = 0.124
COTO167,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.7,9.8,1.2,4.81,0.5,7.26,Before,0,mean = 14.75; stdev = 0.124
COTO169,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Non-reproducing,1,43.7,8.7,1.08,6.52,0.04,11.91,Before,0,mean = 14.75; stdev = 0.124
COTO17,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Male,Adult,Scrotal,2,43.8,8.6,1,3.17,0.13,3.23,Before,0,
COTO170,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,46.1,11.6,1.31,5.38,0,8.06,Before,0,mean = 14.75; stdev = 0.124
COTO171,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44,11.5,1.63,4.29,0.3,6.17,Before,0,mean = 14.75; stdev = 0.124
COTO172,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Young of the Year,Non-reproducing,0,43.2,8.2,0.41,6.53,0,11.02,Before,0,mean = 14.75; stdev = 0.124
COTO173,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,42.8,9.4,0.71,7.41,0.28,11.47,Before,0,mean = 14.75; stdev = 0.124
COTO174,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.5,9.3,1.46,6.64,0,11.06,Before,0,mean = 14.75; stdev = 0.124
COTO175,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,41.6,8.7,1.24,2.75,0.15,5.6,Before,0,mean = 14.75; stdev = 0.124
COTO176,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,41.5,8.2,0.67,6.37,0.12,4.71,Before,0,mean = 14.75; stdev = 0.124
COTO177,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Young of the Year,Non-reproducing,1,43.8,9.9,1.34,3.67,0.23,3,Before,0,mean = 14.75; stdev = 0.124
COTO178,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,42,8.7,0.77,6.78,0.19,5.94,Before,0,mean = 14.75; stdev = 0.124
COTO179,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,42.6,8,0.33,4.7,0.16,4.3,Before,0,mean = 14.75; stdev = 0.124
COTO180,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Young of the Year,Non-reproducing,1,44.7,8.8,0.72,6.97,0.14,6.18,Before,0,mean = 14.75; stdev = 0.124
COTO181,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.5,11.8,1.93,5.45,0,5.02,Before,0,mean = 14.75; stdev = 0.124
COTO182,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44,11,2.28,7.39,0.05,6.73,Before,0,mean = 14.75; stdev = 0.124
COTO183,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.3,11.1,2.03,6.13,0,5.27,Before,0,mean = 14.75; stdev = 0.124
COTO184,Corynorhinus townsendii,COTO,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,43.5,8.7,0.77,6.81,0.14,5.99,Before,0,mean = 14.75; stdev = 0.124
COTO185,Corynorhinus townsendii,COTO,10/13/2017,Fall,DOX,Paradox Mine,Female,Adult,Non-reproducing,1,43.9,10.7,2.08,5.68,0.4,12.95,Before,0,mean = 14.59; stdev = 0.029
COTO19,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Female,Adult,Non-reproducing,1,45.9,10.3,0.82,4.37,0.02,4.15,Before,0,
COTO2,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Female,Adult,Non-reproducing,1,42.4,9.7,1.04,3.91,0,3.68,Before,0,
COTO218,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,1,43.7,9,0.81,2.61,1.27,0.51,Before,0,mean = 14.6; stdev = 0.138
COTO218,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,1,43.7,9,1.32,2.84,0,1.81,Before,0,mean = 14.6; stdev = 0.139
COTO219,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Unknown,0,43.5,9,0.3,5.23,0,0.97,Before,0,mean = 14.6; stdev = 0.142
COTO220,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,0,43.7,9.6,1.2,3.32,0,3.32,Before,0,mean = 14.6; stdev = 0.113
COTO220,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,0,43.7,9.6,0.72,4.25,0,2.99,Before,0,mean = 14.6; stdev = 0.114
COTO220,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,0,43.7,9.6,0.85,4.29,0,3.74,Before,0,mean = 14.6; stdev = 0.115
COTO221,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,0,42.3,8.4,1.1,5.51,0,8.16,Before,0,mean = 14.6; stdev = 0.137
COTO222,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,45,10.8,1.81,7.32,0.23,7.65,Before,0,mean = 14.6; stdev = 0.116
COTO223,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,0,42.9,9.5,1.59,5.01,0.08,4.35,Before,0,mean = 14.6; stdev = 0.117
COTO224,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,45.9,10.6,2.24,7.32,0,6.06,Before,0,mean = 14.6; stdev = 0.118
COTO225,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,45.7,11,0.54,3.55,0,2.78,Before,0,mean = 14.6; stdev = 0.119
COTO225,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,45.7,11,1.13,2.88,0.26,3.02,Before,0,mean = 14.6; stdev = 0.121
COTO226,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,0,43.1,8.1,1.08,5.77,1.18,1.91,Before,0,mean = 14.6; stdev = 0.141
COTO227,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Unknown,1,43.6,8,1.41,5.1,0.17,0.49,Before,0,mean = 14.6; stdev = 0.143
COTO228,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,45.9,10.2,2.33,6.49,0,5.16,Before,0,mean = 14.6; stdev = 0.120
COTO229,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,2,44.3,9.2,1.48,5.6,0,1.79,Before,0,mean = 14.6; stdev = 0.140
COTO229,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,2,44.3,9.2,1.17,7.12,0,6.34,Before,0,mean = 14.6; stdev = 0.149
COTO23,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Male,Adult,Non-reproducing,0,42.8,8.3,0.74,4.23,0,4.14,Before,0,
COTO230,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Unknown,1,45,8.2,1.83,5.4,0.33,3.27,Before,0,mean = 14.6; stdev = 0.122
COTO231,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Scrotal,1,44.8,8.8,0.98,4.02,0.16,2.99,Before,0,mean = 14.6; stdev = 0.148
COTO232,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Unknown,1,44,8.9,1.85,6.04,0,4.89,Before,0,mean = 14.6; stdev = 0.128
COTO233,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Unknown,1,40.7,8.1,1.16,4.5,0,0.82,Before,0,mean = 14.6; stdev = 0.144
COTO235,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,43.1,9,1.48,6.8,0.33,1.79,Before,0,mean = 14.6; stdev = 0.145
COTO236,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,3,44.2,8.9,1.24,4.89,0.7,4.16,Before,0,mean = 14.6; stdev = 0.146
COTO237,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Unknown,1,44.4,8.1,0.49,6.64,0,3.33,Before,0,mean = 14.6; stdev = 0.147
COTO238,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,44.2,9.8,1.47,3.91,0,5.22,Before,0,mean = 14.6; stdev = 0.124
COTO238,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,44.2,9.8,1.28,4.23,0.46,4.88,Before,0,mean = 14.6; stdev = 0.125
COTO239,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Non-reproducing,0,44.5,8.8,1.05,4.01,0,2.7,Before,0,mean = 14.6; stdev = 0.136
COTO240,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,41.8,8.1,0.22,6.02,1.5,3.12,Before,0,mean = 14.6; stdev = 0.134
COTO241,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,44.5,8.6,1.83,5.28,0,3.33,Before,0,mean = 14.6; stdev = 0.135
COTO242,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,44.9,8.7,1.65,5.99,0.12,2.87,Before,0,mean = 14.6; stdev = 0.133
COTO243,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Non-reproducing,0,45.1,8.9,1.01,0,0,2.43,Before,0,mean = 14.6; stdev = 0.129
COTO243,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Non-reproducing,0,45.1,8.9,1.49,3,0.08,2.48,Before,0,mean = 14.6; stdev = 0.130
COTO243,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Non-reproducing,0,45.1,8.9,1.26,6.35,0.22,4.74,Before,0,mean = 14.6; stdev = 0.131
COTO244,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Unknown,1,43.6,8.9,1.23,4.91,0.49,4.62,Before,0,mean = 14.6; stdev = 0.132
COTO245,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,46.1,11.1,1.59,8.15,0.41,5.34,Before,0,mean = 14.6; stdev = 0.123
COTO246,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Female,Adult,Unknown,1,46.6,10.2,0.93,7.62,1.13,6.03,Before,0,mean = 14.6; stdev = 0.126
COTO247,Corynorhinus townsendii,COTO,1/29/2018,Winter,PMM,Piermont Mine,Male,Adult,Unknown,0,44,9.1,2.05,4.16,0,3.47,Before,0,mean = 14.6; stdev = 0.127
COTO248,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Scrotal,1,44.8,8.9,0.81,3.83,0,5.09,Before,0,mean = 14.68; stdev = 0.27
COTO249,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,44.8,8.6,0.58,5.29,0,11.06,Before,0,mean = 14.68; stdev = 0.46
COTO25,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Male,Adult,Non-reproducing,1,40.4,7.4,0.81,3.41,0.02,3.21,Before,0,
COTO250,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,43.9,9.5,1.39,6.72,0.91,9.78,Before,0,mean = 14.68; stdev = 0.51
COTO251,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,45.5,10.2,1.09,7.68,0.37,16.68,Before,0,mean = 14.68; stdev = 0.26
COTO252,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,44.6,9.1,1.1,6.49,0.53,15.22,Before,0,mean = 14.68; stdev = 0.38
COTO253,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,43.1,8.3,0.96,6.12,0,10.34,Before,0,mean = 14.68; stdev = 0.47
COTO254,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,45.1,9.7,1.1,2.2,1.2,3.2,Before,0,mean = 14.68; stdev = 0.25
COTO255,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,44.9,9.3,1.65,6.7,0.71,10.66,Before,0,mean = 14.68; stdev = 0.24
COTO256,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,44.5,9.2,1.02,5.82,0,9.32,Before,0,mean = 14.68; stdev = 0.52
COTO257,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,42.6,9.3,1.49,6.49,1.43,15,Before,0,mean = 14.68; stdev = 0.53
COTO258,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,43,9.1,1.91,5.86,1.06,10.2,Before,0,mean = 14.68; stdev = 0.28
COTO259,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,43.1,8.3,1.13,4.85,0,10.03,Before,0,mean = 14.68; stdev = 0.39
COTO26,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Female,Adult,Non-reproducing,0,45.1,9.5,1.1,3.8,0.02,3.7,Before,0,
COTO260,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,44.7,9.5,0.65,2.79,0.88,6.01,Before,0,mean = 14.68; stdev = 0.29
COTO261,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,44.9,8.9,0.98,6.78,0.99,11.6,Before,0,mean = 14.68; stdev = 0.49
COTO262,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,46.4,9.9,1.72,6.45,0.91,13.3,Before,0,mean = 14.68; stdev = 0.50
COTO263,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Scrotal,1,42.9,7.9,0.21,5.43,0,11.13,Before,0,mean = 14.68; stdev = 0.48
COTO264,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,2,45.5,9.2,1.35,4.82,0.15,13.7,Before,0,mean = 14.68; stdev = 0.42
COTO265,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,1,43.2,8.4,1.22,5.96,0.88,10.52,Before,0,mean = 14.68; stdev = 0.40
COTO266,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,45,10.3,2.14,5.91,1.6,8.36,Before,0,mean = 14.68; stdev = 0.30
COTO267,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,44.1,9.4,1.64,4.43,0.78,10.4,Before,0,mean = 14.68; stdev = 0.44
COTO268,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,1,42.9,8.6,0.79,6.84,0,13.95,Before,0,mean = 14.68; stdev = 0.43
COTO269,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,44.9,9,1.34,6.31,0.46,11.29,Before,0,mean = 14.68; stdev = 0.41
COTO270,Corynorhinus townsendii,COTO,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Scrotal,0,46.1,9.1,1.2,6.42,1.09,8.86,Before,0,mean = 14.68; stdev = 0.45
COTO28,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Male,Adult,Scrotal,2,42,7.9,0.7,2.64,0.01,2.68,Before,0,
COTO29,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Female,Adult,Non-reproducing,0,45,11.3,1.6,3.6,0.04,3.42,Before,0,
COTO31,Corynorhinus townsendii,COTO,2/14/2017,Winter,ODW,Old Dry Wolf,Male,Adult,Scrotal,0,43.7,9.5,1.07,3.41,0,3.4,Before,0,"On datasheets, this bat is labeled as COTO 1 but was changed for the database to maintain labeling scheme"
COTO32,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,40.9,8.1,0.43,6.2,0.03,4.64,Before,0,mean = 14.65; stdev = 0.15
COTO33,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.7,13,2.53,6.37,0,5.22,Before,0,mean = 14.65; stdev = 0.15
COTO34,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.8,12,2.66,7.33,0,5.96,Before,0,mean = 14.65; stdev = 0.15
COTO35,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.8,9.9,0.84,3.87,0,3.05,Before,0,mean = 14.65; stdev = 0.15
COTO36,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Non-reproducing,0,42.3,8.2,0.92,5.98,0,4.64,Before,0,mean = 14.65; stdev = 0.15
COTO37,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,44.3,9,0.48,5.04,0.11,3.98,Before,0,mean = 14.65; stdev = 0.15
COTO38,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Non-reproducing,2,43.9,8.4,0.54,5.69,0.26,3.92,Before,0,mean = 14.65; stdev = 0.15
COTO39,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,41.1,8.1,0,7.33,0.42,5.28,Before,0,mean = 14.65; stdev = 0.15
COTO39,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,41.1,8.1,0.34,6.47,0,3.71,Before,0,mean = 14.65; stdev = 0.15
COTO40,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,41.4,8.9,0.28,7.21,0.08,3.89,Before,0,mean = 14.65; stdev = 0.15
